,y_test,y_pred
1066,Standard Class,Standard Class
1067,Standard Class,Standard Class
1068,Standard Class,Standard Class
1069,Second Class,Standard Class
1070,Standard Class,Standard Class
1071,Standard Class,Standard Class
1072,Standard Class,Standard Class
1073,Second Class,First Class
1074,Standard Class,Standard Class
1075,Standard Class,Second Class
1076,Same Day,Standard Class
1077,Second Class,Standard Class
1078,Standard Class,Standard Class
1079,Second Class,Second Class
1080,Standard Class,Standard Class
1081,Standard Class,Standard Class
1082,Second Class,Second Class
1083,First Class,Standard Class
1084,Standard Class,Standard Class
1085,Standard Class,Standard Class
1086,First Class,First Class
1087,Standard Class,Standard Class
1088,Standard Class,Standard Class
1089,Second Class,Standard Class
1090,Second Class,Standard Class
1091,Standard Class,Standard Class
1092,Same Day,Same Day
1093,First Class,First Class
1094,Standard Class,Standard Class
1095,Standard Class,Standard Class
1096,Standard Class,Standard Class
1097,Standard Class,Standard Class
1098,Standard Class,Standard Class
1099,Standard Class,Standard Class
1100,Second Class,First Class
1101,Standard Class,Standard Class
1102,Standard Class,Standard Class
1103,Standard Class,Standard Class
1104,Standard Class,Standard Class
1105,Standard Class,Standard Class
1106,Standard Class,Standard Class
1107,Second Class,First Class
1108,Standard Class,Standard Class
1109,Standard Class,Standard Class
1110,Standard Class,Standard Class
1111,Standard Class,Standard Class
1112,Standard Class,Standard Class
1113,First Class,First Class
1114,Standard Class,Standard Class
1115,First Class,First Class
1116,Standard Class,First Class
1117,Standard Class,Standard Class
1118,Standard Class,Standard Class
1119,Standard Class,Standard Class
1120,Second Class,Second Class
1121,Standard Class,Standard Class
1122,Second Class,Standard Class
1123,First Class,Standard Class
1124,Standard Class,Standard Class
1125,First Class,First Class
1126,Standard Class,Standard Class
1127,First Class,First Class
1128,First Class,First Class
1129,Standard Class,Standard Class
1130,Standard Class,Standard Class
1131,Second Class,Second Class
1132,Standard Class,Standard Class
1133,First Class,First Class
1134,Standard Class,Standard Class
1135,Standard Class,Standard Class
1136,Second Class,Standard Class
1137,Standard Class,Standard Class
1138,Standard Class,Standard Class
1139,Second Class,Second Class
1140,Second Class,Standard Class
1141,First Class,Second Class
1142,Second Class,Standard Class
1143,Standard Class,Standard Class
1144,Standard Class,Standard Class
1145,Same Day,Same Day
1146,First Class,First Class
1147,Second Class,Standard Class
1148,Standard Class,Standard Class
1149,Standard Class,Standard Class
1150,Second Class,First Class
1151,Second Class,Same Day
1152,Standard Class,Standard Class
1153,Standard Class,First Class
1154,Standard Class,Standard Class
1155,First Class,Standard Class
1156,First Class,First Class
1157,Second Class,Second Class
1158,Standard Class,Standard Class
1159,Standard Class,Standard Class
1160,Second Class,Standard Class
1161,Standard Class,Standard Class
1162,Standard Class,Standard Class
1163,Second Class,Standard Class
1164,Standard Class,Standard Class
1165,Standard Class,Standard Class
1166,Standard Class,Standard Class
1167,Standard Class,Standard Class
1168,Second Class,Standard Class
1169,Standard Class,Standard Class
1170,Standard Class,Standard Class
1171,Standard Class,Standard Class
1172,Second Class,Same Day
1173,First Class,Standard Class
1174,Standard Class,Standard Class
1175,Standard Class,Standard Class
1176,Standard Class,Standard Class
1177,Standard Class,Standard Class
1178,Standard Class,Standard Class
1179,Second Class,Standard Class
1180,Standard Class,Standard Class
1181,Standard Class,Standard Class
1182,Standard Class,Standard Class
1183,Standard Class,Standard Class
1184,Standard Class,First Class
1185,Same Day,First Class
1186,First Class,First Class
1187,Standard Class,Standard Class
1188,Standard Class,Standard Class
1189,Standard Class,Standard Class
1190,Standard Class,Standard Class
1191,Same Day,Standard Class
1192,Same Day,First Class
1193,Standard Class,Standard Class
1194,Standard Class,Standard Class
1195,First Class,First Class
1196,Standard Class,Standard Class
1197,Second Class,Standard Class
1198,Standard Class,Standard Class
1199,Standard Class,Standard Class
1200,Standard Class,Standard Class
1201,Second Class,Second Class
1202,First Class,First Class
1203,Standard Class,Standard Class
1204,Second Class,First Class
1205,Standard Class,Standard Class
1206,Standard Class,Standard Class
1207,First Class,First Class
1208,Standard Class,Standard Class
1209,First Class,Second Class
1210,Standard Class,Standard Class
1211,Second Class,Standard Class
1212,Standard Class,Standard Class
1213,First Class,First Class
1214,Standard Class,Standard Class
1215,Standard Class,Standard Class
1216,Standard Class,Standard Class
1217,Second Class,Standard Class
1218,Same Day,Standard Class
1219,Standard Class,Standard Class
1220,Standard Class,First Class
1221,Second Class,Second Class
1222,Standard Class,Same Day
1223,Same Day,Second Class
1224,Standard Class,Standard Class
1225,Standard Class,Standard Class
1226,Standard Class,Standard Class
1227,Standard Class,Standard Class
1228,Second Class,Standard Class
1229,Standard Class,Standard Class
1230,Standard Class,Standard Class
1231,First Class,Second Class
1232,Standard Class,Standard Class
1233,First Class,First Class
1234,Standard Class,First Class
1235,First Class,First Class
1236,Same Day,Same Day
1237,Same Day,Second Class
1238,Second Class,Standard Class
1239,Standard Class,Standard Class
1240,Standard Class,Standard Class
1241,Standard Class,Standard Class
1242,Standard Class,Standard Class
1243,First Class,First Class
1244,Second Class,Standard Class
1245,Standard Class,Standard Class
1246,Same Day,Standard Class
1247,Standard Class,Standard Class
1248,Second Class,Standard Class
1249,Standard Class,Standard Class
1250,Standard Class,Standard Class
1251,Standard Class,Standard Class
1252,Standard Class,Standard Class
1253,First Class,First Class
1254,Standard Class,Standard Class
1255,Standard Class,Standard Class
1256,Standard Class,Standard Class
1257,First Class,First Class
1258,Standard Class,Second Class
1259,Standard Class,Standard Class
1260,Second Class,Second Class
1261,First Class,Standard Class
1262,Same Day,Standard Class
1263,Standard Class,Second Class
1264,Standard Class,Standard Class
1265,Standard Class,Standard Class
1266,Second Class,Standard Class
1267,Second Class,Second Class
1268,Standard Class,Standard Class
1269,Standard Class,Standard Class
1270,First Class,First Class
1271,Second Class,Standard Class
1272,Standard Class,Standard Class
1273,First Class,First Class
1274,Standard Class,Standard Class
1275,Standard Class,Standard Class
1276,Standard Class,Standard Class
1277,First Class,First Class
1278,First Class,Same Day
1279,Second Class,Second Class
1280,Standard Class,Standard Class
1281,First Class,Same Day
1282,First Class,First Class
1283,Standard Class,Standard Class
1284,First Class,First Class
1285,Second Class,Second Class
1286,Second Class,Standard Class
1287,Standard Class,Standard Class
1288,Same Day,Standard Class
1289,Standard Class,Standard Class
1290,First Class,Second Class
1291,First Class,First Class
1292,Standard Class,Standard Class
1293,Standard Class,Standard Class
1294,Second Class,Second Class
1295,Standard Class,Standard Class
1296,Same Day,Same Day
1297,Same Day,Same Day
1298,Same Day,Standard Class
1299,Standard Class,Standard Class
1300,Standard Class,Standard Class
1301,Standard Class,Standard Class
1302,Second Class,Second Class
1303,Standard Class,Standard Class
1304,Standard Class,Standard Class
1305,Second Class,Standard Class
1306,Second Class,Second Class
1307,Second Class,First Class
1308,Standard Class,First Class
1309,Standard Class,Standard Class
1310,Standard Class,Standard Class
1311,First Class,Same Day
1312,First Class,Second Class
1313,Standard Class,Standard Class
1314,Standard Class,Standard Class
1315,Standard Class,Standard Class
1316,Standard Class,Standard Class
1317,Standard Class,Standard Class
1318,Second Class,Standard Class
1319,Standard Class,Standard Class
1320,Standard Class,Standard Class
1321,Standard Class,Standard Class
1322,Standard Class,Standard Class
1323,Standard Class,Standard Class
1324,Standard Class,Standard Class
1325,Standard Class,Standard Class
1326,First Class,First Class
1327,First Class,Standard Class
1328,Standard Class,Standard Class
1329,Standard Class,Standard Class
1330,Standard Class,Standard Class
1331,First Class,First Class
1332,Standard Class,Standard Class
1333,Standard Class,Standard Class
1334,Standard Class,Standard Class
1335,Same Day,Same Day
1336,Standard Class,Standard Class
1337,Standard Class,Standard Class
1338,Standard Class,Standard Class
1339,Standard Class,Standard Class
1340,Standard Class,Standard Class
1341,Standard Class,Standard Class
1342,Standard Class,Standard Class
1343,Standard Class,Standard Class
1344,Standard Class,Standard Class
1345,Standard Class,Standard Class
1346,First Class,Second Class
1347,Standard Class,Standard Class
1348,Standard Class,Standard Class
1349,Standard Class,Standard Class
1350,Second Class,Second Class
1351,Standard Class,Standard Class
1352,Standard Class,Standard Class
1353,First Class,First Class
1354,Standard Class,Standard Class
1355,Standard Class,Standard Class
1356,Second Class,First Class
1357,Standard Class,Standard Class
1358,Standard Class,Second Class
1359,Standard Class,Standard Class
1360,Standard Class,Standard Class
1361,Standard Class,Standard Class
1362,First Class,Same Day
1363,Standard Class,Standard Class
1364,Standard Class,Standard Class
1365,Second Class,Second Class
1366,Second Class,Standard Class
1367,First Class,Standard Class
1368,Standard Class,Standard Class
1369,First Class,Standard Class
1370,First Class,Standard Class
1371,Standard Class,Second Class
1372,Second Class,Second Class
1373,Standard Class,Standard Class
1374,Standard Class,Second Class
1375,Standard Class,Standard Class
1376,Standard Class,Standard Class
1377,Standard Class,Standard Class
1378,Standard Class,Standard Class
1379,Second Class,Standard Class
1380,Second Class,Second Class
1381,Standard Class,Standard Class
1382,First Class,First Class
1383,Standard Class,Standard Class
1384,Standard Class,Standard Class
1385,Standard Class,Standard Class
1386,Same Day,Standard Class
1387,Second Class,Second Class
1388,Standard Class,Standard Class
1389,First Class,Second Class
1390,First Class,Standard Class
1391,Standard Class,Standard Class
1392,Standard Class,Standard Class
1393,Second Class,Standard Class
1394,Second Class,Second Class
